file,line,type,commit,author,date,time,timezone,datetime,depth,length
resume/index.html,11,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,2
resume/index.html,12,html,11444e46,Vishudh Shah,2025-04-17,22:16:32,-07:00,2025-04-17T22:16:32-07:00,1,6
resume/index.html,13,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,2,0
resume/index.html,14,html,539ac9dd,Vishudh Shah,2025-04-03,01:12:21,-07:00,2025-04-03T01:12:21-07:00,3,37
resume/index.html,15,html,539ac9dd,Vishudh Shah,2025-04-03,01:12:21,-07:00,2025-04-03T01:12:21-07:00,3,50
resume/index.html,16,html,11444e46,Vishudh Shah,2025-04-17,22:16:32,-07:00,2025-04-17T22:16:32-07:00,3,46
resume/index.html,17,html,539ac9dd,Vishudh Shah,2025-04-03,01:12:21,-07:00,2025-04-03T01:12:21-07:00,3,48
resume/index.html,18,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,72
resume/index.html,19,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,2,1
resume/index.html,20,html,11444e46,Vishudh Shah,2025-04-17,22:16:32,-07:00,2025-04-17T22:16:32-07:00,1,6
resume/index.html,21,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,22,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,1,11
resume/index.html,23,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,24,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,1,17
resume/index.html,25,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,2,4
resume/index.html,26,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,17
resume/index.html,27,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,33
resume/index.html,28,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,0
resume/index.html,29,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,4,50
resume/index.html,30,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,4,42
resume/index.html,31,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,9
resume/index.html,32,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,0
resume/index.html,33,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,2,5
resume/index.html,34,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,35,html,cd0d4448,Vishudh Shah,2025-04-10,22:21:30,-07:00,2025-04-10T22:21:30-07:00,2,33
resume/index.html,36,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,14
resume/index.html,37,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,5
resume/index.html,38,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,39
resume/index.html,39,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,46
resume/index.html,40,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,13
resume/index.html,41,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,102
resume/index.html,42,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,23
resume/index.html,43,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,44,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,33
resume/index.html,45,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,46,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,6
resume/index.html,47,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,2,6
resume/index.html,48,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,49,html,cd0d4448,Vishudh Shah,2025-04-10,22:21:30,-07:00,2025-04-10T22:21:30-07:00,2,34
resume/index.html,50,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,15
resume/index.html,51,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,52,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,17
resume/index.html,53,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,4
resume/index.html,54,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,14
resume/index.html,55,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,67
resume/index.html,56,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,93
resume/index.html,57,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,5
resume/index.html,58,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,59,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,91
resume/index.html,60,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,6,16
resume/index.html,61,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,90
resume/index.html,62,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,6,8
resume/index.html,63,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,49
resume/index.html,64,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,65,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,6
resume/index.html,66,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,67,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,17
resume/index.html,68,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,4
resume/index.html,69,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,20
resume/index.html,70,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,36
resume/index.html,71,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,44
resume/index.html,72,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,5
resume/index.html,73,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,74,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,82
resume/index.html,75,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,91
resume/index.html,76,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,6,12
resume/index.html,77,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,92
resume/index.html,78,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,1
resume/index.html,79,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,76
resume/index.html,80,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,81,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,6
resume/index.html,82,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,83,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,17
resume/index.html,84,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,4
resume/index.html,85,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,36
resume/index.html,86,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,39
resume/index.html,87,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,44
resume/index.html,88,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,5
resume/index.html,89,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,90,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,90
resume/index.html,91,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,6,61
resume/index.html,92,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,76
resume/index.html,93,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,62
resume/index.html,94,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,95,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,6
resume/index.html,96,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,2,6
resume/index.html,97,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,98,html,cd0d4448,Vishudh Shah,2025-04-10,22:21:30,-07:00,2025-04-10T22:21:30-07:00,2,32
resume/index.html,99,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,13
resume/index.html,100,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,101,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,21
resume/index.html,102,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,4
resume/index.html,103,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,19
resume/index.html,104,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,46
resume/index.html,105,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,5
resume/index.html,106,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,107,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,82
resume/index.html,108,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,87
resume/index.html,109,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,6,57
resume/index.html,110,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,93
resume/index.html,111,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,6,10
resume/index.html,112,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,113,html,c8bd9de2,Vishudh Shah,2025-04-03,01:06:21,-07:00,2025-04-03T01:06:21-07:00,4,60
resume/index.html,114,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,6
resume/index.html,115,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,116,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,21
resume/index.html,117,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,4
resume/index.html,118,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,27
resume/index.html,119,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,44
resume/index.html,120,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,5
resume/index.html,121,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,122,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,93
resume/index.html,123,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,6,18
resume/index.html,124,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,87
resume/index.html,125,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,84
resume/index.html,126,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,6,13
resume/index.html,127,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,128,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,6
resume/index.html,129,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,2,6
resume/index.html,130,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,131,html,cd0d4448,Vishudh Shah,2025-04-10,22:21:30,-07:00,2025-04-10T22:21:30-07:00,2,30
resume/index.html,132,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,11
resume/index.html,133,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,134,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,5
resume/index.html,135,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,26
resume/index.html,136,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,137,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,11
resume/index.html,138,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,9
resume/index.html,139,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,6
resume/index.html,140,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,8
resume/index.html,141,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,15
resume/index.html,142,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,13
resume/index.html,143,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,10
resume/index.html,144,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,13
resume/index.html,145,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,146,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,6
resume/index.html,147,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,0,0
resume/index.html,148,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,5
resume/index.html,149,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,25
resume/index.html,150,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,151,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,33
resume/index.html,152,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,50
resume/index.html,153,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,33
resume/index.html,154,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,35
resume/index.html,155,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,33
resume/index.html,156,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,43
resume/index.html,157,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,158,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,6
resume/index.html,159,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,2,6
resume/index.html,160,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,0
resume/index.html,161,html,cd0d4448,Vishudh Shah,2025-04-10,22:21:30,-07:00,2025-04-10T22:21:30-07:00,2,34
resume/index.html,162,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,31
resume/index.html,163,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,0
resume/index.html,164,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,165,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,31
resume/index.html,166,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,59
resume/index.html,167,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,168,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,169,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,5,55
resume/index.html,170,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,59
resume/index.html,171,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,172,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,173,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,23
resume/index.html,174,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,59
resume/index.html,175,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,176,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,0
resume/index.html,177,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,19
resume/index.html,178,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,5,59
resume/index.html,179,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,4,1
resume/index.html,180,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,3,1
resume/index.html,181,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,2,6
resume/index.html,182,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,1,6
resume/index.html,183,html,11444e46,Vishudh Shah,2025-04-17,22:16:32,-07:00,2025-04-17T22:16:32-07:00,0,0
resume/index.html,184,html,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,1,46
resume/index.html,185,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,3
resume/index.html,186,html,dca0a78c,Vishudh Shah,2025-04-10,20:14:16,-07:00,2025-04-10T20:14:16-07:00,0,0
resume/index.html,187,html,c195c810,Vishudh Shah,2025-04-03,00:35:46,-07:00,2025-04-03T00:35:46-07:00,0,3
projects/projects.js,1,js,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,0,53
projects/projects.js,2,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,61
projects/projects.js,3,js,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,0,0
projects/projects.js,4,js,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,0,53
projects/projects.js,5,js,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,0,58
projects/projects.js,6,js,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,0,46
projects/projects.js,7,js,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,0,0
projects/projects.js,8,js,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,0,60
projects/projects.js,9,js,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,0,16
projects/projects.js,10,js,4956f8f1,Vishudh Shah,2025-04-25,19:10:52,-07:00,2025-04-25T19:10:52-07:00,1,54
projects/projects.js,11,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,0
projects/projects.js,12,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,0
projects/projects.js,13,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,8
projects/projects.js,14,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,0
projects/projects.js,15,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,19
projects/projects.js,16,js,9059f28b,Vishudh Shah,2025-05-02,18:25:37,-07:00,2025-05-02T18:25:37-07:00,0,42
projects/projects.js,17,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,0
projects/projects.js,18,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,36
projects/projects.js,19,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,23
projects/projects.js,20,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,24
projects/projects.js,21,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,2,10
projects/projects.js,22,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,2,12
projects/projects.js,23,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,2,9
projects/projects.js,24,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,0
projects/projects.js,25,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,16
projects/projects.js,26,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,43
projects/projects.js,27,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,2,9
projects/projects.js,28,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,2,7
projects/projects.js,29,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,0
projects/projects.js,30,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,0
projects/projects.js,31,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,48
projects/projects.js,32,js,1db7e2e3,Vishudh Shah,2025-05-05,13:00:42,-07:00,2025-05-05T13:00:42-07:00,1,105
projects/projects.js,33,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,48
projects/projects.js,34,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,31
projects/projects.js,35,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,43
projects/projects.js,36,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,0,0
projects/projects.js,37,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,25
projects/projects.js,38,js,478fb7ac,Vishudh Shah,2025-05-02,17:54:52,-07:00,2025-05-02T17:54:52-07:00,1,42
